Noz Rejects Sum%,Noz Rejects Sum,Noz Reject Factor,date_time,Ch-Hole,optel_schedule_wo,rejected
0,0,0,5/2/2018 20:45,Feb-44,4009227281B,0
0,0,0,5/2/2018 20:45,Feb-45,4009227281B,0
0,0,0,5/2/2018 20:45,Feb-46,4009227281B,0
0.001508296,1,0,5/2/2018 20:45,Feb-47,4009227281B,1
0,0,0,5/2/2018 20:45,Feb-48,4009227281B,0
0,0,0,5/2/2018 20:45,Feb-49,4009227281B,0
0.001633987,1,0,5/2/2018 20:45,Feb-50,4009227281B,1
0.003267974,2,0,5/2/2018 20:45,Feb-51,4009227281B,1
0,0,0,5/2/2018 20:45,Feb-52,4009227281B,0
0,0,0,5/2/2018 20:45,Feb-53,4009227281B,0
0.003267974,2,0.013888889,5/2/2018 20:45,Feb-54,4009227281B,1
0,0,0,5/2/2018 20:45,Feb-55,4009227281B,0
0.001623377,1,0,5/2/2018 20:45,1-Mar,4009227281B,1
0,0,0,5/2/2018 20:45,10-Mar,4009227281B,0
0.001633987,1,0,5/2/2018 20:45,11-Mar,4009227281B,1
0,0,0,5/2/2018 20:45,12-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,13-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,14-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,15-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,16-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,17-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,18-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,19-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,2-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,20-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,21-Mar,4009227281B,0
0.001782531,1,0,5/2/2018 20:45,22-Mar,4009227281B,1
0,0,0,5/2/2018 20:45,3-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,4-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,5-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,6-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,7-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,8-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,9-Mar,4009227281B,0
0,0,0,5/2/2018 20:45,27-Apr,4009227281B,0
0,0,0,5/2/2018 20:45,28-Apr,4009227281B,0
0.001508296,1,0,5/2/2018 20:45,29-Apr,4009227281B,1
0,0,0,5/2/2018 20:45,30-Apr,4009227281B,0
0,0,0,5/2/2018 20:45,Apr-31,4009227281B,0
0.003267974,2,0.013888889,5/2/2018 20:45,Apr-32,4009227281B,1
0.001633987,1,0,5/2/2018 20:45,Apr-33,4009227281B,1
0.003267974,2,0,5/2/2018 20:45,Apr-34,4009227281B,1
0.002656042,2,0,5/2/2018 21:00,1-Jan,4009227281B,1
0,0,0,5/2/2018 21:00,10-Jan,4009227281B,0
0.015957447,12,0.007194245,5/2/2018 21:00,11-Jan,4009227281B,1
0,0,0,5/2/2018 21:00,13-Jan,4009227281B,0
0,0,0,5/2/2018 21:00,14-Jan,4009227281B,0
0,0,0,5/2/2018 21:00,15-Jan,4009227281B,0
0,0,0,5/2/2018 21:00,31-Jan,4009227281B,0
0,0,0,5/2/2018 21:00,4-Jan,4009227281B,0
0,0,0,5/2/2018 21:00,9-Jan,4009227281B,0
0.002430134,2,0,5/2/2018 21:00,Feb-36,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-37,4009227281B,0
0.001230012,1,0,5/2/2018 21:00,Feb-38,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-39,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-40,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-41,4009227281B,0
0.001230012,1,0.006666667,5/2/2018 21:00,Feb-42,4009227281B,1
0.001230012,1,0,5/2/2018 21:00,Feb-43,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-44,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-45,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-46,4009227281B,0
0.001230012,1,0,5/2/2018 21:00,Feb-47,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-48,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-49,4009227281B,0
0.001331558,1,0,5/2/2018 21:00,Feb-50,4009227281B,1
0.002663116,2,0,5/2/2018 21:00,Feb-51,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-52,4009227281B,0
0,0,0,5/2/2018 21:00,Feb-53,4009227281B,0
0.002663116,2,0,5/2/2018 21:00,Feb-54,4009227281B,1
0,0,0,5/2/2018 21:00,Feb-55,4009227281B,0
0.001322751,1,0,5/2/2018 21:00,1-Mar,4009227281B,1
0,0,0,5/2/2018 21:00,10-Mar,4009227281B,0
0.001331558,1,0,5/2/2018 21:00,11-Mar,4009227281B,1
0,0,0,5/2/2018 21:00,12-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,13-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,14-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,15-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,16-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,17-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,18-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,19-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,2-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,20-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,21-Mar,4009227281B,0
0.001451379,1,0,5/2/2018 21:00,22-Mar,4009227281B,1
0,0,0,5/2/2018 21:00,3-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,4-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,5-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,6-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,7-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,8-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,9-Mar,4009227281B,0
0,0,0,5/2/2018 21:00,27-Apr,4009227281B,0
0,0,0,5/2/2018 21:00,28-Apr,4009227281B,0
0.002460025,2,0.006666667,5/2/2018 21:00,29-Apr,4009227281B,1
0,0,0,5/2/2018 21:00,30-Apr,4009227281B,0
0,0,0,5/2/2018 21:00,Apr-31,4009227281B,0
0.003994674,3,0.007194245,5/2/2018 21:00,Apr-32,4009227281B,1
0.001331558,1,0,5/2/2018 21:00,Apr-33,4009227281B,1
0.002663116,2,0,5/2/2018 21:00,Apr-34,4009227281B,1
0.002239642,2,0,5/2/2018 21:15,1-Jan,4009227281B,1
0,0,0,5/2/2018 21:15,10-Jan,4009227281B,0
0.014573991,13,0.007142857,5/2/2018 21:15,11-Jan,4009227281B,1
0,0,0,5/2/2018 21:15,13-Jan,4009227281B,0
0,0,0,5/2/2018 21:15,14-Jan,4009227281B,0
0,0,0,5/2/2018 21:15,15-Jan,4009227281B,0
0,0,0,5/2/2018 21:15,31-Jan,4009227281B,0
0,0,0,5/2/2018 21:15,4-Jan,4009227281B,0
0,0,0,5/2/2018 21:15,9-Jan,4009227281B,0
0.002047083,2,0,5/2/2018 21:15,Feb-36,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-37,4009227281B,0
0.001035197,1,0,5/2/2018 21:15,Feb-38,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-39,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-40,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-41,4009227281B,0
0.001035197,1,0,5/2/2018 21:15,Feb-42,4009227281B,1
0.001036269,1,0,5/2/2018 21:15,Feb-43,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-44,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-45,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-46,4009227281B,0
0.001036269,1,0,5/2/2018 21:15,Feb-47,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-48,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-49,4009227281B,0
0.002244669,2,0.007142857,5/2/2018 21:15,Feb-50,4009227281B,1
0.002244669,2,0,5/2/2018 21:15,Feb-51,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-52,4009227281B,0
0,0,0,5/2/2018 21:15,Feb-53,4009227281B,0
0.002244669,2,0,5/2/2018 21:15,Feb-54,4009227281B,1
0,0,0,5/2/2018 21:15,Feb-55,4009227281B,0
0.001116071,1,0,5/2/2018 21:15,1-Mar,4009227281B,1
0,0,0,5/2/2018 21:15,10-Mar,4009227281B,0
0.001121076,1,0,5/2/2018 21:15,11-Mar,4009227281B,1
0,0,0,5/2/2018 21:15,12-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,13-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,14-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,15-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,16-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,17-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,18-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,19-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,2-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,20-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,21-Mar,4009227281B,0
0.001222494,1,0,5/2/2018 21:15,22-Mar,4009227281B,1
0,0,0,5/2/2018 21:15,3-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,4-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,5-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,6-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,7-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,8-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,9-Mar,4009227281B,0
0,0,0,5/2/2018 21:15,27-Apr,4009227281B,0
0,0,0,5/2/2018 21:15,28-Apr,4009227281B,0
0.002070393,2,0,5/2/2018 21:15,29-Apr,4009227281B,1
0,0,0,5/2/2018 21:15,30-Apr,4009227281B,0
0,0,0,5/2/2018 21:15,Apr-31,4009227281B,0
0.003363229,3,0,5/2/2018 21:15,Apr-32,4009227281B,1
0.001121076,1,0,5/2/2018 21:15,Apr-33,4009227281B,1
0.002242152,2,0,5/2/2018 21:15,Apr-34,4009227281B,1
0.002909796,3,0.007246377,5/2/2018 21:30,1-Jan,4009227281B,1
0,0,0,5/2/2018 21:30,10-Jan,4009227281B,0
0.020408163,21,1.321309022,5/2/2018 21:30,11-Jan,4009227281B,1
0,0,0,5/2/2018 21:30,13-Jan,4009227281B,0
0,0,0,5/2/2018 21:30,14-Jan,4009227281B,0
0,0,0,5/2/2018 21:30,15-Jan,4009227281B,0
0,0,0,5/2/2018 21:30,31-Jan,4009227281B,0
0,0,0,5/2/2018 21:30,4-Jan,4009227281B,0
0,0,0,5/2/2018 21:30,9-Jan,4009227281B,0
0.00177305,2,0,5/2/2018 21:30,Feb-36,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-37,4009227281B,0
0.000897666,1,0,5/2/2018 21:30,Feb-38,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-39,4009227281B,0
0,0,0,5/2/2018 21:30,Feb-40,4009227281B,0
0,0,0,5/2/2018 21:30,Feb-41,4009227281B,0
0.000897666,1,0,5/2/2018 21:30,Feb-42,4009227281B,1
0.000897666,1,0,5/2/2018 21:30,Feb-43,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-44,4009227281B,0
0.000897666,1,0.006711409,5/2/2018 21:30,Feb-45,4009227281B,1
0.000897666,1,0.006711409,5/2/2018 21:30,Feb-46,4009227281B,1
0.000897666,1,0,5/2/2018 21:30,Feb-47,4009227281B,1
0.000971817,1,0.007246377,5/2/2018 21:30,Feb-48,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-49,4009227281B,0
0.003887269,4,0.040991697,5/2/2018 21:30,Feb-50,4009227281B,1
0.001943635,2,0,5/2/2018 21:30,Feb-51,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-52,4009227281B,0
0,0,0,5/2/2018 21:30,Feb-53,4009227281B,0
0.001945525,2,0,5/2/2018 21:30,Feb-54,4009227281B,1
0,0,0,5/2/2018 21:30,Feb-55,4009227281B,0
0.000968054,1,0,5/2/2018 21:30,1-Mar,4009227281B,1
0,0,0,5/2/2018 21:30,10-Mar,4009227281B,0
0.000971817,1,0,5/2/2018 21:30,11-Mar,4009227281B,1
0,0,0,5/2/2018 21:30,12-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,13-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,14-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,15-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,16-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,17-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,18-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,19-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,2-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,20-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,21-Mar,4009227281B,0
0.001059322,1,0,5/2/2018 21:30,22-Mar,4009227281B,1
0,0,0,5/2/2018 21:30,3-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,4-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,5-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,6-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,7-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,8-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,9-Mar,4009227281B,0
0,0,0,5/2/2018 21:30,27-Apr,4009227281B,0
0,0,0,5/2/2018 21:30,28-Apr,4009227281B,0
0.001795332,2,0,5/2/2018 21:30,29-Apr,4009227281B,1
0,0,0,5/2/2018 21:30,30-Apr,4009227281B,0
0.000971817,1,0.00729927,5/2/2018 21:30,Apr-31,4009227281B,1
0.004859086,5,0.041290907,5/2/2018 21:30,Apr-32,4009227281B,1
0.000971817,1,0,5/2/2018 21:30,Apr-33,4009227281B,1
0.001943635,2,0,5/2/2018 21:30,Apr-34,4009227281B,1
0.002669039,3,0,5/2/2018 21:45,1-Jan,4009227281B,1
0,0,0,5/2/2018 21:45,10-Jan,4009227281B,0
0.020499109,23,0.06082639,5/2/2018 21:45,11-Jan,4009227281B,1
0,0,0,5/2/2018 21:45,13-Jan,4009227281B,0
0,0,0,5/2/2018 21:45,14-Jan,4009227281B,0
0,0,0,5/2/2018 21:45,15-Jan,4009227281B,0
0,0,0,5/2/2018 21:45,31-Jan,4009227281B,0
0,0,0,5/2/2018 21:45,4-Jan,4009227281B,0
0.000874126,1,0.010526316,5/2/2018 21:45,9-Jan,4009227281B,1
0.001623377,2,0,5/2/2018 21:45,Feb-36,4009227281B,1
0,0,0,5/2/2018 21:45,Feb-37,4009227281B,0
0.000824402,1,0,5/2/2018 21:45,Feb-38,4009227281B,1
0,0,0,5/2/2018 21:45,Feb-39,4009227281B,0
0,0,0,5/2/2018 21:45,Feb-40,4009227281B,0
0,0,0,5/2/2018 21:45,Feb-41,4009227281B,0
0.000824402,1,0,5/2/2018 21:45,Feb-42,4009227281B,1
0.000824402,1,0,5/2/2018 21:45,Feb-43,4009227281B,1
0,0,0,5/2/2018 21:45,Feb-44,4009227281B,0
0.000824402,1,0,5/2/2018 21:45,Feb-45,4009227281B,1
0.000824402,1,0,5/2/2018 21:45,Feb-46,4009227281B,1
0.000824402,1,0,5/2/2018 21:45,Feb-47,4009227281B,1
0.000892857,1,0,5/2/2018 21:45,Feb-48,4009227281B,1
0.000892857,1,0.010989011,5/2/2018 21:45,Feb-49,4009227281B,1
0.004464286,5,0.010989011,5/2/2018 21:45,Feb-50,4009227281B,1
0.003571429,4,0.062163234,5/2/2018 21:45,Feb-51,4009227281B,1
0.000892857,1,0.010869565,5/2/2018 21:45,Feb-52,4009227281B,1
0.000892857,1,0.010869565,5/2/2018 21:45,Feb-53,4009227281B,1
0.001785714,2,0,5/2/2018 21:45,Feb-54,4009227281B,1
0,0,0,5/2/2018 21:45,Feb-55,4009227281B,0
0.000888889,1,0,5/2/2018 21:45,1-Mar,4009227281B,1
0,0,0,5/2/2018 21:45,10-Mar,4009227281B,0
0.000892061,1,0,5/2/2018 21:45,11-Mar,4009227281B,1
0,0,0,5/2/2018 21:45,12-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,13-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,14-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,15-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,16-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,17-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,18-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,19-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,2-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,20-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,21-Mar,4009227281B,0
0.000972763,1,0,5/2/2018 21:45,22-Mar,4009227281B,1
0,0,0,5/2/2018 21:45,3-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,4-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,5-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,6-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,7-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,8-Mar,4009227281B,0
0,0,0,5/2/2018 21:45,9-Mar,4009227281B,0
0.000816327,1,0.00990099,5/2/2018 21:45,27-Apr,4009227281B,1
0.000822368,1,0.00990099,5/2/2018 21:45,28-Apr,4009227281B,1
0.003292181,4,0.084012687,5/2/2018 21:45,29-Apr,4009227281B,1
0.000891266,1,0.021505376,5/2/2018 21:45,30-Apr,4009227281B,1
0.001785714,2,0.021978022,5/2/2018 21:45,Apr-31,4009227281B,1
0.004460303,5,0,5/2/2018 21:45,Apr-32,4009227281B,1
0.000892061,1,0,5/2/2018 21:45,Apr-33,4009227281B,1
0.001785714,2,0,5/2/2018 21:45,Apr-34,4009227281B,1
0.002380952,3,0,5/2/2018 22:00,1-Jan,4009227281B,1
0,0,0,5/2/2018 22:00,10-Jan,4009227281B,0
0.019904459,25,0.04221533,5/2/2018 22:00,11-Jan,4009227281B,1
0,0,0,5/2/2018 22:00,13-Jan,4009227281B,0
0,0,0,5/2/2018 22:00,14-Jan,4009227281B,0
0,0,0,5/2/2018 22:00,15-Jan,4009227281B,0
0.00399361,5,0.423497723,5/2/2018 22:00,31-Jan,4009227281B,1
0,0,0,5/2/2018 22:00,4-Jan,4009227281B,0
0.000780031,1,0,5/2/2018 22:00,9-Jan,4009227281B,1
0.001450326,2,0,5/2/2018 22:00,Feb-36,4009227281B,1
0,0,0,5/2/2018 22:00,Feb-37,4009227281B,0
0.00073692,1,0,5/2/2018 22:00,Feb-38,4009227281B,1
0,0,0,5/2/2018 22:00,Feb-39,4009227281B,0
0.00073692,1,0.006944444,5/2/2018 22:00,Feb-40,4009227281B,1
0,0,0,5/2/2018 22:00,Feb-41,4009227281B,0
0.00073692,1,0,5/2/2018 22:00,Feb-42,4009227281B,1
0.00073692,1,0,5/2/2018 22:00,Feb-43,4009227281B,1
0,0,0,5/2/2018 22:00,Feb-44,4009227281B,0
0.00073692,1,0,5/2/2018 22:00,Feb-45,4009227281B,1
0.001473839,2,0.006944444,5/2/2018 22:00,Feb-46,4009227281B,1
0.00073692,1,0,5/2/2018 22:00,Feb-47,4009227281B,1
0.000798085,1,0,5/2/2018 22:00,Feb-48,4009227281B,1
0.000798085,1,0,5/2/2018 22:00,Feb-49,4009227281B,1
0.003990423,5,0,5/2/2018 22:00,Feb-50,4009227281B,1
0.003192338,4,0,5/2/2018 22:00,Feb-51,4009227281B,1
0.000798085,1,0,5/2/2018 22:00,Feb-52,4009227281B,1
0.001596169,2,0.007518797,5/2/2018 22:00,Feb-53,4009227281B,1
0.001596169,2,0,5/2/2018 22:00,Feb-54,4009227281B,1
0,0,0,5/2/2018 22:00,Feb-55,4009227281B,0
0.000794913,1,0,5/2/2018 22:00,1-Mar,4009227281B,1
0,0,0,5/2/2018 22:00,10-Mar,4009227281B,0
0.000797448,1,0,5/2/2018 22:00,11-Mar,4009227281B,1
0,0,0,5/2/2018 22:00,12-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,13-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,14-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,15-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,16-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,17-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,18-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,19-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,2-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,20-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,21-Mar,4009227281B,0
0.000869565,1,0,5/2/2018 22:00,22-Mar,4009227281B,1
0,0,0,5/2/2018 22:00,3-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,4-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,5-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,6-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,7-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,8-Mar,4009227281B,0
0,0,0,5/2/2018 22:00,9-Mar,4009227281B,0
0.000730994,1,0,5/2/2018 22:00,27-Apr,4009227281B,1
0.000735835,1,0,5/2/2018 22:00,28-Apr,4009227281B,1
0.002945508,4,0,5/2/2018 22:00,29-Apr,4009227281B,1
0.000797448,1,0,5/2/2018 22:00,30-Apr,4009227281B,1
0.001596169,2,0,5/2/2018 22:00,Apr-31,4009227281B,1
0.003987241,5,0,5/2/2018 22:00,Apr-32,4009227281B,1
0.000797448,1,0,5/2/2018 22:00,Apr-33,4009227281B,1
0.001596169,2,0,5/2/2018 22:00,Apr-34,4009227281B,1
0.002147459,3,0,5/2/2018 22:15,1-Jan,4009227281B,1
0,0,0,5/2/2018 22:15,10-Jan,4009227281B,0
0.019382627,27,0.041290907,5/2/2018 22:15,11-Jan,4009227281B,1
0,0,0,5/2/2018 22:15,13-Jan,4009227281B,0
0,0,0,5/2/2018 22:15,14-Jan,4009227281B,0
0,0,0,5/2/2018 22:15,15-Jan,4009227281B,0
0.003599712,5,0,5/2/2018 22:15,31-Jan,4009227281B,1
0,0,0,5/2/2018 22:15,4-Jan,4009227281B,0
0.00070373,1,0,5/2/2018 22:15,9-Jan,4009227281B,1
0.001955671,3,0.006451613,5/2/2018 22:15,Feb-36,4009227281B,1
0,0,0,5/2/2018 22:15,Feb-37,4009227281B,0
0.00066313,1,0,5/2/2018 22:15,Feb-38,4009227281B,1
0,0,0,5/2/2018 22:15,Feb-39,4009227281B,0
0.000664011,1,0,5/2/2018 22:15,Feb-40,4009227281B,1
0,0,0,5/2/2018 22:15,Feb-41,4009227281B,0
0.001328021,2,0.006711409,5/2/2018 22:15,Feb-42,4009227281B,1
0.000664011,1,0,5/2/2018 22:15,Feb-43,4009227281B,1
0.000664011,1,0.006711409,5/2/2018 22:15,Feb-44,4009227281B,1
0.000664011,1,0,5/2/2018 22:15,Feb-45,4009227281B,1
0.002656042,4,0.037965465,5/2/2018 22:15,Feb-46,4009227281B,1
0.001328021,2,0.006711409,5/2/2018 22:15,Feb-47,4009227281B,1
0.000718907,1,0,5/2/2018 22:15,Feb-48,4009227281B,1
0.001437815,2,0.007246377,5/2/2018 22:15,Feb-49,4009227281B,1
0.005032351,7,0.040991697,5/2/2018 22:15,Feb-50,4009227281B,1
0.003594536,5,0.007246377,5/2/2018 22:15,Feb-51,4009227281B,1
0.001437815,2,0.007246377,5/2/2018 22:15,Feb-52,4009227281B,1
0.002875629,4,0.040991697,5/2/2018 22:15,Feb-53,4009227281B,1
0.002158273,3,0.00729927,5/2/2018 22:15,Feb-54,4009227281B,1
0,0,0,5/2/2018 22:15,Feb-55,4009227281B,0
0.000716846,1,0,5/2/2018 22:15,1-Mar,4009227281B,1
0,0,0,5/2/2018 22:15,10-Mar,4009227281B,0
0.000718907,1,0,5/2/2018 22:15,11-Mar,4009227281B,1
0,0,0,5/2/2018 22:15,12-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,13-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,14-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,15-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,16-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,17-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,18-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,19-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,2-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,20-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,21-Mar,4009227281B,0
0.000783699,1,0,5/2/2018 22:15,22-Mar,4009227281B,1
0,0,0,5/2/2018 22:15,3-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,4-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,5-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,6-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,7-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,8-Mar,4009227281B,0
0,0,0,5/2/2018 22:15,9-Mar,4009227281B,0
0.001317523,2,0.006666667,5/2/2018 22:15,27-Apr,4009227281B,1
0.000662691,1,0,5/2/2018 22:15,28-Apr,4009227281B,1
0.00265252,4,0,5/2/2018 22:15,29-Apr,4009227281B,1
0.000718391,1,0,5/2/2018 22:15,30-Apr,4009227281B,1
0.001437815,2,0,5/2/2018 22:15,Apr-31,4009227281B,1
0.003591954,5,0,5/2/2018 22:15,Apr-32,4009227281B,1
0.001436782,2,0.007246377,5/2/2018 22:15,Apr-33,4009227281B,1
0.002156722,3,0.007246377,5/2/2018 22:15,Apr-34,4009227281B,1
0.00276434,4,0.02,5/2/2018 22:24,1-Jan,4009227281B,1
0,0,0,5/2/2018 22:24,10-Jan,4009227281B,0
0.018711019,27,0,5/2/2018 22:24,11-Jan,4009227281B,1
0,0,0,5/2/2018 22:24,13-Jan,4009227281B,0
0.000696864,1,0.02,5/2/2018 22:24,14-Jan,4009227281B,1
0,0,0,5/2/2018 22:24,15-Jan,4009227281B,0
0.003474635,5,0,5/2/2018 22:24,31-Jan,4009227281B,1
0,0,0,5/2/2018 22:24,4-Jan,4009227281B,0
0.000678887,1,0,5/2/2018 22:24,9-Jan,4009227281B,1
0.001899937,3,0,5/2/2018 22:24,Feb-36,4009227281B,1
0,0,0,5/2/2018 22:24,Feb-37,4009227281B,0
0.000639386,1,0,5/2/2018 22:24,Feb-38,4009227281B,1
0,0,0,5/2/2018 22:24,Feb-39,4009227281B,0
0.000640615,1,0,5/2/2018 22:24,Feb-40,4009227281B,1
0,0,0,5/2/2018 22:24,Feb-41,4009227281B,0
0.00128123,2,0,5/2/2018 22:24,Feb-42,4009227281B,1
0.000640615,1,0,5/2/2018 22:24,Feb-43,4009227281B,1
0.000640615,1,0,5/2/2018 22:24,Feb-44,4009227281B,1
0.000640615,1,0,5/2/2018 22:24,Feb-45,4009227281B,1
0.00256246,4,0,5/2/2018 22:24,Feb-46,4009227281B,1
0.001921845,3,0.018181818,5/2/2018 22:24,Feb-47,4009227281B,1
0.000693963,1,0,5/2/2018 22:24,Feb-48,4009227281B,1
0.001388889,2,0,5/2/2018 22:24,Feb-49,4009227281B,1
0.005555556,8,0.020408163,5/2/2018 22:24,Feb-50,4009227281B,1
